dataset	turn_id	response_type	base_model	tuning	user_experience	user_direction	user_response	not_generic	valid	related	informative	naive	savvy	reasons	informative	comment
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	gpt-4	none	savvy	implications	Besides UBI, what are other proposed solutions to handle disruptions in the labor market?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	gpt-4	none	savvy	reasons	Are there any research studies or data that highlight the potential effectiveness of UBI in coping with job market disruptions?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	inquisitive	naive	implications	What advances in technology?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	inquisitive	naive	reasons	How would a UBI allow people to retrain?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	inquisitive	none	none	What advances in technology are inevitable?	1	1	0	0	0	0	0	0	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	inquisitive	savvy	implications	Why is the labor market disrupted?	1	0	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	How would a UBI allow people to retrain efficiently?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	none	naive	implications	What is a UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	none	naive	reasons	What is the efficient retraining?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	none	none	none	What are the arguments for the UBI?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	none	savvy	implications	What is the relationship between UBI and retraining?	1	0	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	none	savvy	reasons	What are the arguments of the supporters of the UBI?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	nudged-questions	none	none	How can the government ensure that the UBI is used for the right purpose?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-13b-hf	treccast	none	none	What are some examples of other countries that have tried this?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-7b-hf	inquisitive	none	none	What are some of the skills that people could develop?	1	1	0	0	0	0	0	0	asks for something beyond text
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-7b-hf	none	none	none	What is the purpose of a UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the best way to retrain for new skills?	1	1	0	0	0	0	0	0	asks for something beyond text
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	generated	Llama-2-7b-hf	treccast	none	none	How would this work in practice?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x52a1b1b52c4c8016	original	none	none	none	none	How does UBI reduce disruptions in the labor market?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	alpaca-7b	inquisitive	none	none	What other ideas were presented that contributed to the holistic concept?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	alpaca-7b	none	naive	implications	How does the space of the director's office represent modernism?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	alpaca-7b	none	naive	reasons	Why wasn't the director's office completed in time for the Bauhaus exhibition?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	alpaca-7b	none	none	none	Who was Walter Gropius?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	alpaca-7b	none	savvy	implications	Follow-up questions: What was the purpose of the director's office?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	alpaca-7b	none	savvy	reasons	What kind of design elements were featured in the office?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	alpaca-7b	nudged-questions	none	none	Why not completed in time?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	alpaca-7b	treccast	none	none	What was so important about this space?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	gpt-4	none	naive	implications	Why was the director's office not completed in time for the 1923 Bauhaus exhibition?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	gpt-4	none	naive	reasons	Who is Walter Gropius?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	gpt-4	none	none	none	If so, when?	1	0	0	0	0	0	0	0	to discuss
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	gpt-4	none	none	none	If so, when?	1	0	0	0	0	0	0	0	to discuss
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	gpt-4	none	none	none	If so, when?	1	0	0	0	0	0	0	0	to discuss
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	gpt-4	none	savvy	implications	What made Walter Gropius's spatial concepts so ground-breaking in the era of modernism?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	gpt-4	none	savvy	reasons	What elements make the director's office of Walter Gropius the first holistic spatial concept of modernism?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	inquisitive	naive	implications	Why was the concept not completed in time?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What is the definition of holistic?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	inquisitive	none	none	What is the holistic spatial concept?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	inquisitive	savvy	implications	Why was it not completed?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What is the definition of holistic spatial concept?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	none	naive	implications	Question: What is the main idea of the text?	0	0	0	0	0	0	0	0	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	none	naive	reasons	What is the Bauhaus?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	none	none	none	What was the Bauhaus exhibition?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	none	savvy	implications	When was the director's office of Bauhaus founder Walter Gropius planned for the Bauhaus exhibition?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	none	savvy	reasons	What is your name?	1	0	0	0	0	0	0	0	to discuss
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	nudged-questions	none	none	What is the purpose of the Bauhaus exhibition?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-13b-hf	treccast	none	none	How did it influence other designers?	1	1	1	1	0	0	0	1	asks for something beyond text
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-7b-hf	inquisitive	none	none	What is the Bauhaus exhibition?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-7b-hf	none	none	none	What was not completed in time?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the Bauhaus?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	generated	Llama-2-7b-hf	treccast	none	none	Why?	0	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x5346d9e1868ceab2	original	none	none	none	none	why it is not completed in time?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	alpaca-7b	inquisitive	none	none	Why did Delia Owens write Where The Crawdads Sing?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	alpaca-7b	none	naive	implications	How do the prices of the books on the New York Times bestseller list compare to the prices of other books?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	alpaca-7b	none	naive	reasons	What type of content is discussed in the books?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	alpaca-7b	none	none	none	What are the criteria for making it to the list?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	alpaca-7b	none	savvy	implications	What other books by John Sandford have appeared on the New York Times bestseller list?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	alpaca-7b	none	savvy	reasons	What is the difference between the hardback and ebook version of each book?	1	1	0	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	alpaca-7b	nudged-questions	none	none	Why did the author write the book?	1	0	0	0	0	0	0	0	to discuss
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	alpaca-7b	treccast	none	none	What do you mean by “genre price?	1	0	0	0	0	0	0	0	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	gpt-4	none	naive	implications	How do you compare books by genre, price, and author popularity?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	gpt-4	none	naive	reasons	How can I compare books by genre, price, and author popularity?	1	0	0	0	0	0	0	0	to discuss
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	gpt-4	none	none	none	Are these the only criteria that you use for comparing books or do you have other parameters as well?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	gpt-4	none	none	none	Are these the only criteria that you use for comparing books or do you have other parameters as well?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	gpt-4	none	none	none	Are these the only criteria that you use for comparing books or do you have other parameters as well?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	gpt-4	none	savvy	implications	Is Delia Owens a new author or has she written any other acclaimed books?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	gpt-4	none	savvy	reasons	When you mention comparing by genre, does the New York Times bestseller list categorize its books by genre as well?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	inquisitive	naive	implications	How do you compare by genre, price, and author popularity?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What are the genres of these books?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	inquisitive	none	none	How do you compare by author popularity?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	inquisitive	savvy	implications	How does one compare by genre, price, and author popularity?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	what is the genre?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	none	naive	implications	What is the name of the author of the third book?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	none	naive	reasons	What is the first place book?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	none	none	none	What is the title of the book in first place?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	none	savvy	implications	How many books are on the list?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	none	savvy	reasons	Do you think the book is worth the price?	1	0	0	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	nudged-questions	none	none	What is the most popular book right now?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-13b-hf	treccast	none	none	What other sites do you recommend?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-7b-hf	inquisitive	none	none	How does this compare to other genres?	1	0	0	0	0	0	0	0	to discuss
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-7b-hf	none	none	none	What type of text structure is used in this text?	1	0	0	0	0	0	0	0	to discuss
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-7b-hf	nudged-questions	none	none	What are the top 5 bestsellers?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	generated	Llama-2-7b-hf	treccast	none	none	How do you find books that are not on the list?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x585b4d772fc5444a	original	none	none	none	none	Is the JK Rowling books are available here?	1	0	0	0	0	0	0	0	asks for something beyond text
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	alpaca-7b	inquisitive	none	none	What are the better conditions?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	alpaca-7b	none	naive	implications	How might UBI supporters expect workplace conditions to improve with the implementation of UBI?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	alpaca-7b	none	naive	reasons	How could employers be made to reform the workplace and create better conditions as a result of UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	alpaca-7b	none	none	none	What specific changes do you think could be made to create more meaningful work and better pay?	1	1	0	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	alpaca-7b	none	savvy	implications	What types of workplaces would benefit from better pay and more meaningful work?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	alpaca-7b	none	savvy	reasons	Follow-up questions: Do supporters believe that UBI will be effective in actually changing labor practices?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	alpaca-7b	nudged-questions	none	none	What are some examples of UBI  supporters?	1	0	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	alpaca-7b	treccast	none	none	How do you mitigate those risks?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	gpt-4	none	naive	implications	What are some examples of unfair labor practices that could be challenged with UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	gpt-4	none	naive	reasons	Why would employers be pushed to provide better pay because of UBI?	1	1	1	0	0	0	1	0	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	gpt-4	none	none	none	What conditions are expected to improve in the workplace as a result of UBI?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	gpt-4	none	none	none	What conditions are expected to improve in the workplace as a result of UBI?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	gpt-4	none	none	none	What conditions are expected to improve in the workplace as a result of UBI?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	gpt-4	none	savvy	implications	What specific unfair labor practices are expected to be most impacted by UBI?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	gpt-4	none	savvy	reasons	Can you provide examples of how employers would be forced to reform the workplace with the implementation of UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	Llama-2-13b-hf	inquisitive	naive	implications	How does UBI allow people to challenge unfair labor practices?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	Llama-2-13b-hf	inquisitive	naive	reasons	How would it allow people to challenge unfair labor practices?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	Llama-2-13b-hf	inquisitive	none	none	How will UBI allow people to challenge unfair labor practices?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	Llama-2-13b-hf	inquisitive	savvy	implications	How will UBI force employers to reform the workplace?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	How will UBI allow people to challenge unfair labor practices?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x591397f0c91e13a5	generated	Llama-2-13b-hf	none	naive	implications	What are some examples of better pay?	1	1	1	1	0	0	0	1	
